no,ulasan,entity,GT,split
2822,"
Tempatnya bagus dan nyaman",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2823,"
Ruang kolaborasi yang super keren ðŸ˜ðŸ˜
Suka banget nongkrong disini, banyak manfaatnya dan jadi tambah pinter..!",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2825,"
Tempat nongkrong baru ditengah kota Malang yang diperuntukkan para milenial. Beberapa ruang bahkan resmi digunakan untuk meeting, sementara bagian luar adalah kafe tematik yang sangat mendukung untuk kerja atau sekedar nongkrong menikmati kopi.

Beberapa komunitas memanfaatkan EJCS untuk beraktifitas yang memang sesuai harapan pemerintah provinsi Jawa Timur selaku yang meng-inisiasi tempat ini. Didukung internet yang kencang, banyak colokan listrik dan toilet bersih, maka sangat nyaman untuk beraktifitas disini.

Moga tetap sesuai peruntukannya, mantap EJCS",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2826,"
EJSC sebuah fasilitas yang disiapkan oleh Bakorwil untuk millenial.
Bagus banget, ternyata bukan hanya untuk anak muda tapi juga bisa untuk emak2 milenial seperti PEPES UMKM.
Terima kasih sudah memberikan ruang dan fasilitas yg memadai untuk kita yang ingin maju. Iya
Bravo EJSC",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2827,"
Sebuah coworking space dari pemerintah dengan fasilitas lengkap. Tempat yang bersih juga kekinian cocok digunakan untuk bekerja, sekolah melalui daring.

Akses internet gratis bagi pengujung sangat nyaman. Tersedia cafe yang menyediakan makanan ringan dan minuman.

Ruang meeting ber AC bisa digunakan secara gratis dengan beberapa ketentuan. EJSC mendukung pergerakan positif dari masyarakat.",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2828,"
Nyaman, ramah dan asik, lengkap fasilitasnya",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2829,"
Nyaman buat meeting",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2830,"
KUMPUL KALIAN SEMUA PARA MAHASISWA AKHIR SEMESTER !! KERJAKAN DEADLINE KALIAN DISINI !!",East Java Super Corridor Malang,N,East Java Super Corridor Malang_N
2831,"
Coworking space untuk para millenials, inisiasi dari Pemprov Jatim. Tempatnya asyik, internet kenceng, ada cafe millenials ya juga. Lokasi berada di tengah kota Malang. Cocok untuk kerja dan meeting",East Java Super Corridor Malang,D,East Java Super Corridor Malang_D
2832,"
Digarap.in sangat rekomen sekali buat para pembisnis yang membutuhkan jasa pembuatan web dan desain sosmed. Staffnya sangat ramah dan solutif serta kreatif jadi bener bener one stop solutions buat para pembisnis. Wajib banget menghubungi digarap.in karena sangat bagus dan ahli!",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2834,"
Our very first podcast experience was hosted here. Superb! Awalnya familiar dengan tempat ini karena sering dipakai untuk event komunitas. Ternyata bisa disulap jadi studio podcast juga. The crews are very friendly and helpful. Tempat ini mudah ditemukan di antara deretan warung kopi yang berjajar di sepanjang jalan Sudimoro. Thank you Ngalup for the experience.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2835,"
Karen tempatnya gaes",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2836,"
Sangat reccomended buat komunitas, instansional, korporasi untuk coworking. Kenyamanan, menu, layak dicoba. Kuy !",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2837,"
Nyaman dan bersih",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2839,"
Tempatnya nyaman buat workshop. Pernah ikutan workshop di sini",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2842,"
Tempat nongkrong asyik utk bekerja dan bertukar pikiran.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2843,"
Tempatnya asik, keren, orang2nya iuga keren dan asik2 banget, nyaman utk anak muda ngumpul disini. Gak cuma sekedar nongkrong, tapi banyak event2 keren juga...

Recommemded
â¤",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2844,"
Tempat yang cocok untuk diskusi bareng. Lokasinya tenang, karena jauh dari jalan raya. Bising dari kendaraan yang biasanya mengganggu tidak terdengar disini. Fasilitas untuk acara seperti seminar seperti proyektor, sound system dan lain2 tersedia disini. Recommended banget tempat ini untuk kalian yang senang diskusi ðŸ‘ðŸ‘ðŸ‘",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2845,"
TerimakasihhðŸ¥°ðŸ¥°",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2846,"
Nyaman banget",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2847,"
Tempatnya nyaman, cocok untuk kerja",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2848,"
Tempat ini merupakan tempat yang sesuai untuk kegiatan organisasi dan yang lain-lain",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2849,"
tempatnya cozy bgt apalagi buat acara spt diskusi gitu",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2851,"
Tempatnya nyaman banget",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2852,"
Nyaman tempatnya",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2854,"
Mantap",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2856,"
Mantap keren",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2857,"
Recommended place, terimakasih karena telah membantu menyukseskan acara DPM â˜ºï¸",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2858,"
Recomended",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2860,"
Mantap",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2861,"
Gud place",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2862,"
Mantap si coworking space recommended pol ðŸ˜­â¤ï¸",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2863,"
Legislative Training DPM FP UB 2020 keren banget di ngalup!!!!!",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2864,"
Tempatnya enak buat rapat, nyaman, dan juga fasilitasnya lengkap untuk kebutuhan seminar, rapat dan lainnya. Rekomen banget buat mahasiswa yang mau ada kegiatan rapat dll.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2865,"
Tempatnya enak.. nyaman",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2866,"
Yess",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2867,"
Mantaaap",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2869,"
tempatnya cozy bgt buat adain event2",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2870,"
Desain nya unik bgtttt!!! Suasananya comfy ðŸ’–",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2871,"
tempatnya enak kalo buat ngungumpul atau rapat",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2872,"
Cozy buat nugas",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2873,"
Salah satu co working space yg paling keren menurutku. Fasilitasnya lengkap dan tempatnya lumayan luas. Layoutnya gak monoton bisa disesuaikan dengan konsep seminar yg ingin diadakan",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2875,"
nih tempat enak banget anjir selain desain milenial tempat juga luas ada meja2 buat diskusi yg terpenting cuman pesen minum botolan aja udah bisa lama disitu ahahhaha saran aja sih tambahin menu lain.juga alat oembayarannnya dipermudah",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2876,"
Coworking Space nomor 1 (menurut saya) di Malang, fasilitas lengkap dan sering ngadain event. Cuma lokasi aja yang lumayan jauh dari pusat kota Malang.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2878,"
Coworking yg cocok utk tempat kegiatan pelatihan, bootcamp dsb. Kami cukup sering ikut kegiatan di Ngalup dan selama ini sih oke. Kendala hanya lokasi yg agak masuk kedalam.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2879,"
Pertama kali ke ngalup waktu ada event blogger ngalam bersama jatim park, menurut saya, dekorasi, interior ngalup kekinian banget bernuansa putih, sangat sesuai kebutuhan para pekerja kreatif. Lokasinya juga lumayan jauh dari hiruk pikuk bising kota. Dekat kebun bibit mojolangu, dan kopi ruang. Sangat cozy buat nongki produktif. Luv ngalup!",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2880,"
Tempat yang asik dan nyaman untuk ngadain acara. Anak muda banget lah pokoknya.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2881,"
Tempat ngumpul, diskusi dan bikin event yg menyenangkan.",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2882,"
Kesini untuk mengikuti acara wiki latih Malang. Overall nyaman. Ada mushalla. Wifi kenceng. Tp sayang letaknya lumayan susah dicari",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2883,"
Tempat kumpulnya komunitas, pelaku UMKM, orang2 super disini buat sharing n diskusi",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2884,"
Tempat nyaman buat efent",Ngalup Coworking Space,D,Ngalup Coworking Space_D
2885,"
Pas kesana dalam kondisi tutup. Padahal di jam kerja.",MOA Coworking Space,TD,MOA Coworking Space_TD
2886,"
Bagus, tempatnya nyaman ada tempat bermusiknya juga, pelayanannya bagus",MOA Coworking Space,D,MOA Coworking Space_D
2887,"
Harganya lumayan pricey..tp wifi lancar",MOA Coworking Space,D,MOA Coworking Space_D
2888,"
Cafe shishaa terbaik di malang kota",MOA Coworking Space,D,MOA Coworking Space_D
2889,"
tahun 2019 kemarin saya sempat membuata acara di lantai 2. mentang2 masih mahasiswa jadinya sangaatt disepelekan sekali. pelayanan tidak memuaskan, proyektor dan sounf rusak, waktu mengantar pesanan ke lantai 3 waitersnya sengaja mengeraskan suara kakinya. padahal ada pemateri yg cukup sepuh",MOA Coworking Space,TD,MOA Coworking Space_TD
2890,"
Banyak varian minuman dan makanan",Seikopi Coworking Space,D,Seikopi Coworking Space_D
2891,"
Waktu kesana ada kucing nya, tempat nya biasa aja tapi cozy, menu nya juga terjangkau dan worh it.",Seikopi Coworking Space,D,Seikopi Coworking Space_D
2892,"
harganya affordable, es kopi susunya mantappp must to try!! <3",Seikopi Coworking Space,D,Seikopi Coworking Space_D
2893,"
Tempatnya nyaman dan harga untuk hidangannya bisa dibilang murah dibanding caffe disekitarnya. Fasilitas seperti toilet bersih, musholla, dan wifi juga tersedia. Cocok buat nongkrong atau meeting dengan kolega.",Seikopi Coworking Space,D,Seikopi Coworking Space_D
2894,"
Nyusuk i sewu cek angel e",Seikopi Coworking Space,TD,Seikopi Coworking Space_TD
2897,"
Tempat enak, makanan dan minuman juga enak, tempat yang pas buat kerjain tugas dan kerja. Pelayanannya juga ramah, parkiran luas bisa untuk mobil juga.",Seikopi Coworking Space,D,Seikopi Coworking Space_D
2898,"
Tempatnya sangat nyaman, pelayanan nya sangat ramah dan harganya murah tapi tidak murahan. Dekat lokasi kampus dan perumahan. Sangat recomended.",Seikopi Coworking Space,D,Seikopi Coworking Space_D
2899,"
enak, ada tempat sholat. lantai 2 keren, harga standar",Malang Digital Core,D,Malang Digital Core_D
2900,"
Lumayan",Malang Digital Core,D,Malang Digital Core_D
2901,"
Langganan",Malang Digital Core,D,Malang Digital Core_D
2902,"
mantap",Malang Digital Core,D,Malang Digital Core_D
2903,"
cozy banget buat rapat/nongkrong, recommended",Malang Digital Core,D,Malang Digital Core_D
2904,"
Manteps",Malang Digital Core,D,Malang Digital Core_D
2907,"
Recommended, harganya juga tergolong murah",Malang Digital Core,D,Malang Digital Core_D
2908,"
Minumannya enak dengan harga sesuai kantong mahasiswa, ditambah tempat yang oke banget buat nongkrong atau diskusi dengan teman teman",Malang Digital Core,D,Malang Digital Core_D
2910,"
Mantul",Malang Digital Core,D,Malang Digital Core_D
2911,"
Tempat nyaman dan tenang, tempat parkir sangat luas seperti parkiran resto, ada banyak colokan dan koneksi wifinya cukup cepet, harga minuman standar, paling suka es kopi sama es red velvet. Makanan agak overpriced karena porsinya cukup sedikit. Waktu kesini ada promo cashback 30% bayar dengan Shopeepay.",Malang Digital Core,D,Malang Digital Core_D
2912,"
Minuman dateng luamaaa. 45 menit buat minum aja. Bad pelayanannya",Malang Digital Core,TD,Malang Digital Core_TD
2913,"
santai bersih jauh dari kebisingan..bisa buat meeting intern 30 orang ada ruangan khusus ac lesehan",Malang Digital Core,D,Malang Digital Core_D
2915,"
Tempat nyaman, parkir luas, harga ramah",Malang Digital Core,D,Malang Digital Core_D
2916,"
Harga mahasiswa. Tempat parkir luas.tempat nyaman dan pelayanan ramah.cocok buat meting2 club .ada camilan kripik usus nya enak.",Malang Digital Core,D,Malang Digital Core_D
2917,"
tempat nyaman .apalagi kalau sore.dan harga juga terjangkau",Malang Digital Core,D,Malang Digital Core_D
2918,"
Asik tempatnya, makanan minuman ga mahal, tapi WiFi nya agak lelet",Malang Digital Core,D,Malang Digital Core_D
2919,"
Keren puooll",Malang Digital Core,D,Malang Digital Core_D
2921,"
Nyaman untuk kerja tgs, cmn tmptnya agak kecil",Malang Digital Core,D,Malang Digital Core_D
2922,"
Nyaman cocok buat nongkrong ama temen atau butuh kenyamanan untuk ngerjain tugas",Malang Digital Core,D,Malang Digital Core_D
2923,"
cocok untuk nongkrong, pelayannya ramah.. semoga lantai 2 nya cepat jadiðŸ’«",Malang Digital Core,D,Malang Digital Core_D
2924,"
Mejanya besar dan banyak, cocok untuk nugas. Menunya ada coffee, non coffee, snack, makanan berat juga ada. Wifinya kencanggg, parkirnya luas, toiletnya bersih. Pembayaran bisa cash dan debit.
Dimsum nya enak bangetðŸ‘ðŸ»ðŸ‘ðŸ»",Malang Digital Core,D,Malang Digital Core_D
2925,"
Oke..tapi kopinya kurang strong kalo buat saya..heheðŸ™",Malang Digital Core,TD,Malang Digital Core_TD
2926,"
Recommended apik apik ga onok seng elek, seng elek mek 1 erodewe kan",Malang Digital Core,D,Malang Digital Core_D
2927,"
Sepiii",Malang Digital Core,TD,Malang Digital Core_TD
2928,"
Nyaman trendi dan murah ig: @k.dwidjayanti",Malang Digital Core,D,Malang Digital Core_D
2929,"
Minuman cukup enak & berklas, lokasi nyaman & mudah dijangkau, perlu push u promosi lg",EZO Coworking Space,D,EZO Coworking Space_D
2930,"
Diminta mas Dika kasi bintang 5 ðŸ¤£ðŸ¤£ðŸ¤£",EZO Coworking Space,N,EZO Coworking Space_N
2931,"
Co working keren",EZO Coworking Space,D,EZO Coworking Space_D
2932,"
tempatnya bersihh , dan nyamann kak kerennnn ðŸ¤—ðŸ¤—ðŸ¤—",Orbits Coworking,D,Orbits Coworking_D
2934,"
Bagus cakep",Orbits Coworking,D,Orbits Coworking_D
2935,"
Pindah lokasi ke daerah yang lebih tenang dan lebih kondusif untuk bekerja.
Sekarang lebih nyaman, lebih homy, lebih hidup, lebih menyenangkan.
Parkiran luas, kapasitas ruang tetap memadai, fasilitas semakin baik dan lengkap.",Orbits Coworking,D,Orbits Coworking_D
2936,"
Indahnya kebersamaan, kekompakan dan berbagi ilmu",Orbits Coworking,D,Orbits Coworking_D
2937,"
Ruang usaha dan berbagi peluang Bisnis yang nyaman.",Orbits Coworking,D,Orbits Coworking_D
2938,"
Tempatnya bagus dengan fasilitas yang lengkap. Musholla ada, kamar mandi bersih, suasana nyaman, stop kontak berlimpah, parkiran luas dan aman dari panas dan hujan. Sayangnya kecepatan jaringan wifinya kurang",Alfath Coworking Space,D,Alfath Coworking Space_D
2939,"
Tempat nyaman, parkiran luas, harga dari keseluruhan menunya juga standart untuk mahasiswa, banyak bangkunya, ada wifi, toilet, mushola, cocok untuk ngerjain tugas atau nongkrong, ada ruangan buat duduk duduk di beanbag juga. Worth it!",Alfath Coworking Space,D,Alfath Coworking Space_D
2940,"
Tempak paling cocok untuk santai sambil ngerjain tugas",Alfath Coworking Space,D,Alfath Coworking Space_D
2941,"
Tempat luas, bersih, nyaman, harga terjangkau.",Alfath Coworking Space,D,Alfath Coworking Space_D
2943,"
Nyaman untuk mengerjakan tugas",Alfath Coworking Space,D,Alfath Coworking Space_D
2944,"
Tempat nongkrong yg asyik..ðŸ‘",Alfath Coworking Space,D,Alfath Coworking Space_D
2945,"
Beh ini mantap",Alfath Coworking Space,D,Alfath Coworking Space_D
2946,"
Nyaman dan murah",Alfath Coworking Space,D,Alfath Coworking Space_D
2947,"
Nyaman",Alfath Coworking Space,D,Alfath Coworking Space_D
2948,"
Tempat yang bagus dan harga terjangkau",Alfath Coworking Space,D,Alfath Coworking Space_D
2950,"
Tempat yang nyaman untuk nugas dan nongkrong. Harga minuman dan makanan cukup terjangkau. Tersedia toilet dan mushola yg bersih. Tempat parkir luas dan tdk dipungut biaya. Disarankan kalau mau nugas di sini datangnya agak pagi, krn kalau siang menjelang sore pengunjung semakin ramai. Beberapa pengunjung yg merokok di lt. 2 sangat mengganggu. Selain itu, bbrp pengendara mengunci stang motor shg motor kami sulit dikeluarkan, padahal sdh tertulis jelas kalau tdk perlu kunci stang.",Alfath Coworking Space,D,Alfath Coworking Space_D
2951,"
Nyaman bgt buat nugas, cozy",Alfath Coworking Space,D,Alfath Coworking Space_D
2953,"
Bagus dan harga standar",Alfath Coworking Space,D,Alfath Coworking Space_D
2954,"
Pelayanan buruk, pesanan lama datang....
Tolong diperbaiki untuk pelayanan dan kecepatan untuk pesanan costumer.....",Alfath Coworking Space,TD,Alfath Coworking Space_TD
2955,"
Nyaman banget yang bagian dalam. Stop kontak nya juga banyak. Nugas ga bosen2 disitu",Alfath Coworking Space,D,Alfath Coworking Space_D
2956,"
Tempat sangat comfy dan bagus untuk acara kumpul bersama teman untuk sekedar diskusi ataupun sendiri mengerjakan tugas-tugas. Terdapat tempat outdoor di lt 3 dan ada ruangan dengan bean bag yg tertutup",Alfath Coworking Space,D,Alfath Coworking Space_D
2958,"
Bagus",Alfath Coworking Space,D,Alfath Coworking Space_D
2960,"
Bagusss",Alfath Coworking Space,D,Alfath Coworking Space_D
2961,"
Cocok untuk mengerjakan tugas.
Fasilitas musholah, kamar mandi, parkir sepeda motor, colokan, wifi, tempatnya nyaman.",Alfath Coworking Space,D,Alfath Coworking Space_D
2963,"
Tempat nya cozy bgt,ada mushola sama toilet nya yang bersih,soal makanan berat hanya tersedia mie,mungkin diperbanyak menu berat seperti rice box atau yang lainnya.",Alfath Coworking Space,D,Alfath Coworking Space_D
2964,"
Coworking spacenya nyaman banget!! Apalagi kalau ditemani dengan jajan dari cafeðŸ˜ðŸ˜",Alfath Coworking Space,D,Alfath Coworking Space_D
